Gene_ID,Tau,Maximum_Tissue,Maximum_Median_TPM,Maximum_Tissue_Group,Tissues_with_Median_TPM_ge_5,Number_of_Tissues_with_Median_TPM_ge_5,Full_Gene_ID,Chromosome,Sequence_ID,Start,End,Strand,Gene_Length_bp,Description,Description_full,GO,InterPro,Pfam,PANTHER,Gene3D,Prosite,Superfamily,SMART,Dbxref_raw,Gene3D_IPRscan,PANTHER_IPRscan,Pfam_IPRscan,Prosite_IPRscan,Superfamily_IPRscan,SMART_IPRscan,PRINTS_IPRscan,Coils_IPRscan,TIGRFAM_IPRscan,Hamap_IPRscan,PIRSF_IPRscan,IPRscan_domain_descriptions,IPRscan_protein_isoforms,IPRscan_databases,IPRscan_unique_signatures,IPRscan_total_matches,Pfam_combined,PANTHER_combined,Gene3D_combined,Prosite_combined,Superfamily_combined,SMART_combined,TF_Family,TF_Mapping_Status,TF_Family_Conflict,Any_Ambiguous_Mapping,Number_of_supporting_NCBI_genes,Number_of_supporting_TF_proteins,Supporting_NCBI_genes,Supporting_PlantTFDB_Proteins,Maximum_Percent_Identity,Maximum_Query_Coverage,Maximum_Bitscore,Number_of_Tissues_TPM_ge_1,Number_of_Tissues_TPM_ge_5,Minimum_Median_TPM,Maximum_Median_TPM_Recalculated,Mean_Median_TPM,Median_Median_TPM,SD_Median_TPM,CV_Median_TPM,Maximum_Tissue_Recalculated,Expression_Class,Housekeeping_Stability_Score
Ca_10730,0.3894246138869266,Seed 10 dap,24.682597,Seed/Pod,Seed 10 dap;Petal;Seed Coat;Gynoecium;Seed 20 dap;Flower bud 2;Root tip;Flower bud 3;Flower bud 1;Embryo;Seed 5 dap;Shoot;Pod Shell;Flower bud 4;Germinating Seedling;Root Hair;Flower 1;Flower 5;Young leaf;Flower 2;Flower 3;Sepal;Androecium;Nodule;Root;Pedicel;SAM;Flower 4;Mature leaf;Seed 30 dap;Bracteole,31,cicar.CDCFrontier.gnm2.ann1.Ca_10730,chr04,cicar.CDCFrontier.gnm2.chr04,36704563,36730084,-,25522,transcriptional corepressor LEUNIG-like isoform X2 [Glycine max],"transcriptional corepressor LEUNIG-like isoform X2 [Glycine max]; IPR006594 (LisH dimerisation motif), IPR015943 (WD40/YVTN repeat-like-containing domain), IPR020472 (G-protein beta WD-40 repeat); GO:0005515 (protein binding)",GO:0005515,IPR001680;IPR006594;IPR013720;IPR015943;IPR017986;IPR019775;IPR020472,PF00400;PF08513,PTHR22847,G3DSA:2.130.10.10,PS00678;PS50082;PS50294;PS50896,SSF50978,SM00320;SM00667,"Coils:Coil,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR006594,InterPro:IPR013720,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,PANTHER:PTHR22847,PRINTS:PR00320,Pfam:PF00400,Pfam:PF08513,Prosite:PS00678,Prosite:PS50082,Prosite:PS50294,Prosite:PS50896,SMART:SM00320,SMART:SM00667,Superfamily:SSF50978",G3DSA:2.130.10.10,PTHR22847,PF00400;PF08513,PS00678;PS50082;PS50294;PS50896,SSF50978,SM00320;SM00667,PR00320,Coil,NA,NA,NA,"G protein beta WD-40 repeat signature;LIS1 homology (LisH) motif profile.;LisH;Lissencephaly type-1-like homology motif;Trp-Asp (WD) repeats circular profile.;Trp-Asp (WD) repeats profile.;Trp-Asp (WD) repeats signature.;WD domain, G-beta repeat;WD40 repeats",1,9,13,30,PF00400;PF08513,PTHR22847,G3DSA:2.130.10.10,PS00678;PS50082;PS50294;PS50896,SSF50978,SM00320;SM00667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,4.010751,24.682597,15.37096153125,15.447737,4.915788462028117,0.3198100816291845,Seed 10 dap,Ubiquitous,0.7092346955161111
Ca_12976,0.3760721195341892,Seed 10 dap,110.979775,Seed/Pod,Seed 10 dap;Seed Coat;Embryo;Young leaf;Petal;Root tip;Sepal;Germinating Seedling;Flower 1;Flower bud 1;Seed 5 dap;Flower 2;Flower bud 3;Flower 4;Flower bud 2;Flower bud 4;Seed 20 dap;Mature leaf;Gynoecium;Bracteole;Flower 3;Pod Shell;Flower 5;Androecium;SAM;Pedicel;Shoot;Seed 30 dap;Root Hair;Nodule;Endosperm;Root,32,cicar.CDCFrontier.gnm2.ann1.Ca_12976,chr05,cicar.CDCFrontier.gnm2.chr05,49573019,49577410,-,4392,tryptophan synthase beta chain,"tryptophan synthase beta chain; IPR023026 (Tryptophan synthase beta chain/beta chain-like); GO:0000162 (tryptophan biosynthetic process), GO:0004834 (tryptophan synthase activity), GO:0006568 (tryptophan metabolic process)","GO:0000162,GO:0004834,GO:0006568",IPR001926;IPR006653;IPR006654;IPR023026,PF00291,PTHR10314;PTHR10314:SF3,G3DSA:3.40.50.1100,PS00168,SSF53686,NA,"Gene3D:G3DSA:3.40.50.1100,HAMAP:MF_00133,InterPro:IPR001926,InterPro:IPR006653,InterPro:IPR006654,InterPro:IPR023026,JCVI_TIGRFAMS:TIGR00263,PANTHER:PTHR10314,PANTHER:PTHR10314:SF3,PIR:PIRSF001413,Pfam:PF00291,Prosite:PS00168,Superfamily:SSF53686",G3DSA:3.40.50.1100,PTHR10314;PTHR10314:SF3,PF00291,PS00168,SSF53686,NA,NA,NA,TIGR00263,MF_00133,PIRSF001413,"Pyridoxal-phosphate dependent enzyme;trpB: tryptophan synthase, beta subunit;Tryptophan synthase beta chain [trpB].;Tryptophan synthase beta chain pyridoxal-phosphate attachment site.",1,8,9,10,PF00291,PTHR10314;PTHR10314:SF3,G3DSA:3.40.50.1100,PS00168,SSF53686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,23.022489,110.979775,70.547638265625,78.0740615,23.509749846597508,0.33324644771351414,Seed 10 dap,Ubiquitous,0.7093185672477034
Ca_12866,0.3937124367728402,Seed 30 dap,88.786167,Seed/Pod,Seed 30 dap;Flower 4;Root;Flower 5;Sepal;Flower 3;Mature leaf;Androecium;Flower bud 1;Flower bud 2;Germinating Seedling;Flower 2;Pod Shell;Flower bud 4;SAM;Flower bud 3;Flower 1;Gynoecium;Bracteole;Petal;Seed 5 dap;Seed 10 dap;Pedicel;Nodule;Seed Coat;Root tip;Endosperm;Root Hair;Young leaf;Shoot;Embryo;Seed 20 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_12866,chr05,cicar.CDCFrontier.gnm2.chr05,45266632,45270060,+,3429,RING/U-box superfamily protein,"RING/U-box superfamily protein; IPR013083 (Zinc finger, RING/FYVE/PHD-type); GO:0005515 (protein binding), GO:0008270 (zinc ion binding)","GO:0005515,GO:0008270",IPR001841;IPR013083;IPR017907,PF13639,PTHR22764;PTHR22764:SF52,G3DSA:3.30.40.10,PS00518;PS50089,SSF57850,SM00184,"Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR017907,PANTHER:PTHR22764,PANTHER:PTHR22764:SF52,Pfam:PF13639,Prosite:PS00518,Prosite:PS50089,SMART:SM00184,Superfamily:SSF57850",G3DSA:3.30.40.10,PTHR22764;PTHR22764:SF52,PF13639,PS00518;PS50089,SSF57850,SM00184,NA,NA,NA,NA,NA,Ring finger;Ring finger domain;Zinc finger RING-type profile.;Zinc finger RING-type signature.,1,7,8,8,PF13639,PTHR22764;PTHR22764:SF52,G3DSA:3.30.40.10,PS00518;PS50089,SSF57850,SM00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,26.669517,88.786167,54.92233065625,58.363479999999996,17.358033575143093,0.3160469224036435,Seed 30 dap,Ubiquitous,0.7097593591764837
Ca_19426,0.3796159287234765,Flower 4,644.617254,Flower organs,Flower 4;Flower bud 2;Flower bud 1;Flower bud 3;Flower bud 4;Flower 1;Flower 3;Flower 2;Flower 5;Seed Coat;Androecium;Bracteole;Endosperm;Germinating Seedling;Seed 10 dap;SAM;Root Hair;Young leaf;Petal;Mature leaf;Embryo;Root tip;Pedicel;Root;Gynoecium;Sepal;Seed 5 dap;Shoot;Pod Shell;Nodule;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_19426,chr07,cicar.CDCFrontier.gnm2.chr07,288663,289511,-,849,NADH dehydrogenase (ubiquinone)s,NADH dehydrogenase (ubiquinone)s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,171.5180335,644.617254,407.5573695,390.3406555,134.57182003815126,0.3301911095442755,Flower 4,Ubiquitous,0.7098070382677519
Ca_05984,0.39978340419043984,Endosperm,32.135909,Seed/Pod,Endosperm;Gynoecium;Flower 2;Flower 3;Embryo;Flower 1;Seed 5 dap;Seed 10 dap;Petal;Flower bud 1;Pedicel;Nodule;Flower bud 4;Flower bud 2;Flower 5;Flower bud 3;Root;SAM;Flower 4;Young leaf;Pod Shell;Shoot;Sepal;Root tip;Seed Coat;Mature leaf;Germinating Seedling;Root Hair;Androecium;Bracteole;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_05984,chr03,cicar.CDCFrontier.gnm2.chr03,41379313,41388425,+,9113,mediator of RNA polymerase II transcription subunit 21,"mediator of RNA polymerase II transcription subunit 21; IPR021384 (Mediator complex, subunit Med21)",NA,IPR021384,PF11221,PTHR13381;PTHR13381:SF0,NA,NA,SSF140718,NA,"Coils:Coil,InterPro:IPR021384,PANTHER:PTHR13381,PANTHER:PTHR13381:SF0,Pfam:PF11221,Superfamily:SSF140718",NA,PTHR13381;PTHR13381:SF0,PF11221,NA,SSF140718,NA,NA,Coil,NA,NA,NA,Subunit 21 of Mediator complex,1,4,5,5,PF11221,PTHR13381;PTHR13381:SF0,NA,NA,SSF140718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,9.8336585,32.135909,19.68998725,19.227031500000002,6.109866663404394,0.31030323107011626,Endosperm,Ubiquitous,0.7100866352605562
Ca_15999,0.36333612725103026,Gynoecium,79.803961,Flower organs,Gynoecium;Flower 3;Seed 5 dap;Flower 5;Embryo;Flower 4;Root;Root tip;Young leaf;Seed 10 dap;SAM;Germinating Seedling;Flower bud 1;Flower 2;Sepal;Shoot;Pedicel;Mature leaf;Petal;Flower 1;Flower bud 2;Seed Coat;Bracteole;Flower bud 4;Pod Shell;Flower bud 3;Nodule;Endosperm;Root Hair;Androecium;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_15999,chr06,cicar.CDCFrontier.gnm2.chr06,4938642,4943001,+,4360,serine/threonine protein phosphatase 2A,serine/threonine protein phosphatase 2A; IPR004843 (Phosphoesterase domain); GO:0016787 (hydrolase activity),GO:0016787,IPR004843;IPR006186,PF00149,PTHR11668;PTHR11668:SF74,G3DSA:3.60.21.10,PS00125,SSF56300,SM00156,"Gene3D:G3DSA:3.60.21.10,InterPro:IPR004843,InterPro:IPR006186,PANTHER:PTHR11668,PANTHER:PTHR11668:SF74,PRINTS:PR00114,Pfam:PF00149,Prosite:PS00125,SMART:SM00156,Superfamily:SSF56300",G3DSA:3.60.21.10,PTHR11668;PTHR11668:SF74,PF00149,PS00125,SSF56300,SM00156,PR00114,NA,NA,NA,NA,"Calcineurin-like phosphoesterase;Protein phosphatase 2A homologues, catalytic domain.;Serine/threonine phosphatase family signature;Serine/threonine specific protein phosphatases signature.",1,7,8,14,PF00149,PTHR11668;PTHR11668:SF74,G3DSA:3.60.21.10,PS00125,SSF56300,SM00156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,11.6448025,79.803961,51.7144133125,49.66944650000001,17.956290058449735,0.3472202217579733,Gynoecium,Ubiquitous,0.7105563490090036
Ca_22674,0.38820459831919735,Seed Coat,43.818036,Seed/Pod,Seed Coat;Seed 10 dap;Seed 5 dap;Seed 20 dap;Embryo;Pod Shell;Petal;Flower bud 1;Germinating Seedling;Gynoecium;Flower bud 2;Seed 30 dap;Root tip;SAM;Pedicel;Sepal;Flower bud 3;Flower bud 4;Flower 1;Young leaf;Flower 3;Flower 2;Flower 5;Flower 4;Nodule;Shoot;Endosperm;Root;Bracteole;Androecium;Mature leaf;Root Hair,32,cicar.CDCFrontier.gnm2.ann1.Ca_22674,chr07,cicar.CDCFrontier.gnm2.chr07,60305883,60309258,+,3376,5-hydroxyisourate hydrolase,"5-hydroxyisourate hydrolase; IPR000895 (Transthyretin/hydroxyisourate hydrolase), IPR018020 (Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase), IPR023416 (Transthyretin/hydroxyisourate hydrolase, superfamily), IPR023418 (Transthyretin, thyroxine binding site); GO:0006144 (purine nucleobase metabolic process), GO:0006810 (transport), GO:0033971 (hydroxyisourate hydrolase activity)","GO:0006144,GO:0006810,GO:0033971",IPR000895;IPR014306;IPR018020;IPR023416;IPR023418,PF00576;PF09349,PTHR10395;PTHR10395:SF7,G3DSA:1.10.3330.10;G3DSA:2.60.40.180,PS00768,SSF158694;SSF49472,NA,"Gene3D:G3DSA:1.10.3330.10,Gene3D:G3DSA:2.60.40.180,InterPro:IPR000895,InterPro:IPR014306,InterPro:IPR018020,InterPro:IPR023416,InterPro:IPR023418,JCVI_TIGRFAMS:TIGR02962,PANTHER:PTHR10395,PANTHER:PTHR10395:SF7,PRINTS:PR00189,Pfam:PF00576,Pfam:PF09349,Prosite:PS00768,Superfamily:SSF158694,Superfamily:SSF49472",G3DSA:1.10.3330.10;G3DSA:2.60.40.180,PTHR10395;PTHR10395:SF7,PF00576;PF09349,PS00768,SSF158694;SSF49472,NA,PR00189,NA,TIGR02962,NA,NA,hdxy_isourate: hydroxyisourate hydrolase;HIUase/Transthyretin family;OHCU decarboxylase;Transthyretin signature;Transthyretin signature 1.,1,7,11,12,PF00576;PF09349,PTHR10395;PTHR10395:SF7,G3DSA:1.10.3330.10;G3DSA:2.60.40.180,PS00768,SSF158694;SSF49472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.840174,43.818036,27.33924678125,27.389484500000002,8.818884120410212,0.3225723148473294,Seed Coat,Ubiquitous,0.7107769131665267
Ca_20969,0.3721830721979774,Pod Shell,58.574507,Seed/Pod,Pod Shell;Embryo;Seed 10 dap;Endosperm;Androecium;Root tip;Seed 5 dap;Gynoecium;Petal;Flower bud 2;Flower 1;Flower bud 3;Pedicel;Germinating Seedling;SAM;Flower 2;Flower bud 4;Flower bud 1;Nodule;Flower 3;Root Hair;Flower 5;Seed Coat;Sepal;Root;Flower 4;Young leaf;Seed 20 dap;Shoot;Mature leaf;Bracteole;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_20969,chr07,cicar.CDCFrontier.gnm2.chr07,15536760,15540259,+,3500,thioredoxin domain-containing protein 9 homolog,thioredoxin domain-containing protein 9 homolog; IPR012336 (Thioredoxin-like fold),NA,IPR012336,NA,PTHR21148;PTHR21148:SF14,G3DSA:3.40.30.10,NA,SSF52833,NA,"Gene3D:G3DSA:3.40.30.10,InterPro:IPR012336,PANTHER:PTHR21148,PANTHER:PTHR21148:SF14,Superfamily:SSF52833",G3DSA:3.40.30.10,PTHR21148;PTHR21148:SF14,NA,NA,SSF52833,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,NA,PTHR21148;PTHR21148:SF14,G3DSA:3.40.30.10,NA,SSF52833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,12.291103,58.574507,37.45533078125,39.869686,12.701077592556432,0.3390993305261249,Pod Shell,Ubiquitous,0.7112824027241023
Ca_01216,0.3696494392780211,SAM,13.314151,Leaf/Shoot/SAM,SAM;Gynoecium;Seed 5 dap;Pod Shell;Flower bud 2;Androecium;Flower 2;Flower bud 1;Flower 1;Seed 10 dap;Petal;Flower bud 3;Flower bud 4;Shoot;Root tip;Sepal;Germinating Seedling;Flower 3;Flower 5;Young leaf;Nodule;Root Hair;Mature leaf;Embryo;Pedicel;Endosperm;Seed 30 dap;Bracteole;Seed 20 dap,29,cicar.CDCFrontier.gnm2.ann1.Ca_01216,chr01,cicar.CDCFrontier.gnm2.chr01,14937395,14943018,-,5624,zinc knuckle (CCHC-type) family protein,"zinc knuckle (CCHC-type) family protein; IPR019339 (CBF1-interacting co-repressor CIR, N-terminal domain)",NA,IPR019339,PF10197,PTHR24015;PTHR24015:SF90,NA,NA,NA,SM01083,"InterPro:IPR019339,PANTHER:PTHR24015,PANTHER:PTHR24015:SF90,Pfam:PF10197,SMART:SM01083",NA,PTHR24015;PTHR24015:SF90,PF10197,NA,NA,SM01083,NA,NA,NA,NA,NA,N-terminal domain of CBF1 interacting co-repressor CIR,1,3,4,4,PF10197,PTHR24015;PTHR24015:SF90,NA,NA,NA,SM01083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,2.314141,13.314151,8.5463815625,8.944964500000001,2.9200546699069774,0.341671460436503,SAM,Ubiquitous,0.7113208997145241
Ca_24885,0.3898287014043661,Root,32.243196,Root/Nodule,Root;Seed Coat;Shoot;Seed 10 dap;Flower 2;Seed 5 dap;Flower 5;Flower bud 1;SAM;Gynoecium;Flower 1;Flower 3;Flower bud 3;Flower bud 2;Germinating Seedling;Pod Shell;Flower bud 4;Young leaf;Flower 4;Seed 20 dap;Mature leaf;Embryo;Seed 30 dap;Pedicel;Sepal;Bracteole;Petal;Nodule;Root tip;Endosperm;Root Hair;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_24885,scaffold_5699,cicar.CDCFrontier.gnm2.scaffold_5699,340,3595,-,3256,ENTH/VHS/GAT family protein,ENTH/VHS/GAT family protein; IPR008942 (ENTH/VHS); GO:0006886 (intracellular protein transport),GO:0006886,IPR002014;IPR008942;IPR018205,PF00790,PTHR13856;PTHR13856:SF27,G3DSA:1.25.40.90,PS50179,SSF48464,SM00288,"Gene3D:G3DSA:1.25.40.90,InterPro:IPR002014,InterPro:IPR008942,InterPro:IPR018205,PANTHER:PTHR13856,PANTHER:PTHR13856:SF27,Pfam:PF00790,Prosite:PS50179,SMART:SM00288,Superfamily:SSF48464",G3DSA:1.25.40.90,PTHR13856;PTHR13856:SF27,PF00790,PS50179,SSF48464,SM00288,NA,NA,NA,NA,NA,"Domain present in VPS-27, Hrs and STAM;VHS domain;VHS domain profile.",1,6,7,7,PF00790,PTHR13856;PTHR13856:SF27,G3DSA:1.25.40.90,PS50179,SSF48464,SM00288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,5.767125,32.243196,20.066664125,20.496022,6.460548563039953,0.3219542881066662,Root,Ubiquitous,0.7117829895110324
Ca_11943,0.3984692156859971,Flower 3,41.883539,Flower organs,Flower 3;Sepal;Flower 2;Flower 1;Pedicel;Seed 5 dap;Bracteole;Mature leaf;Flower 5;Flower bud 1;Pod Shell;Gynoecium;Flower bud 2;Flower bud 3;Root Hair;Flower bud 4;Embryo;Young leaf;Petal;Seed 20 dap;Seed Coat;SAM;Seed 10 dap;Root;Root tip;Nodule;Germinating Seedling;Flower 4;Shoot;Endosperm;Seed 30 dap;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_11943,chr04,cicar.CDCFrontier.gnm2.chr04,64547457,64551471,+,4015,Inositol-pentakisphosphate 2-kinase family protein,"Inositol-pentakisphosphate 2-kinase family protein; IPR009286 (Inositol-pentakisphosphate 2-kinase); GO:0005524 (ATP binding), GO:0035299 (inositol pentakisphosphate 2-kinase activity)","GO:0005524,GO:0035299",IPR009286,PF06090,PTHR14456;PTHR14456:SF6,NA,NA,NA,NA,"InterPro:IPR009286,PANTHER:PTHR14456,PANTHER:PTHR14456:SF6,Pfam:PF06090",NA,PTHR14456;PTHR14456:SF6,PF06090,NA,NA,NA,NA,NA,NA,NA,NA,Inositol-pentakisphosphate 2-kinase,1,2,3,3,PF06090,PTHR14456;PTHR14456:SF6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,7.258731,41.883539,25.71577871875,25.175522,8.057716574951902,0.3133374518064594,Flower 3,Ubiquitous,0.7118066674924565
Ca_07871,0.3776575174203518,Root tip,24.642085,Root/Nodule,Root tip;Gynoecium;Androecium;Petal;Shoot;Seed 10 dap;Flower bud 2;Flower bud 3;Root Hair;Flower bud 1;Pod Shell;Flower bud 4;Seed 5 dap;Flower 1;SAM;Embryo;Flower 2;Germinating Seedling;Mature leaf;Nodule;Young leaf;Seed 20 dap;Endosperm;Seed Coat;Sepal;Flower 3;Pedicel;Flower 5;Bracteole;Root;Seed 30 dap;Flower 4,32,cicar.CDCFrontier.gnm2.ann1.Ca_07871,chr03,cicar.CDCFrontier.gnm2.chr03,72481569,72500239,+,18671,trafficking protein particle complex subunit 8-like [Glycine max],"trafficking protein particle complex subunit 8-like [Glycine max]; IPR011990 (Tetratricopeptide-like helical), IPR024420 (TRAPP III complex, Trs85); GO:0005515 (protein binding)",GO:0005515,IPR011990;IPR024420,PF12739,PTHR12975,G3DSA:1.25.40.10,NA,SSF48452,NA,"Gene3D:G3DSA:1.25.40.10,InterPro:IPR011990,InterPro:IPR024420,PANTHER:PTHR12975,Pfam:PF12739,Superfamily:SSF48452",G3DSA:1.25.40.10,PTHR12975,PF12739,NA,SSF48452,NA,NA,NA,NA,NA,NA,ER-Golgi trafficking TRAPP I complex 85 kDa subunit,1,4,4,5,PF12739,PTHR12975,G3DSA:1.25.40.10,NA,SSF48452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,6.620215,24.642085,15.62663725,15.0470745,5.224567260588737,0.33433727148102427,Root tip,Ubiquitous,0.711994788901376
Ca_01925,0.3550072653418729,Flower bud 1,33.82897,Flower organs,Flower bud 1;Petal;Seed 5 dap;Flower bud 2;Flower 2;Flower 3;SAM;Flower 1;Gynoecium;Pod Shell;Flower bud 3;Flower bud 4;Flower 5;Root tip;Seed 10 dap;Sepal;Young leaf;Flower 4;Mature leaf;Shoot;Germinating Seedling;Root Hair;Nodule;Bracteole;Pedicel;Androecium;Root;Embryo;Seed 20 dap;Seed 30 dap;Seed Coat;Endosperm,32,cicar.CDCFrontier.gnm2.ann1.Ca_01925,chr01,cicar.CDCFrontier.gnm2.chr01,43810453,43815082,+,4630,Protein kinase superfamily protein,"Protein kinase superfamily protein; IPR011009 (Protein kinase-like domain); GO:0004672 (protein kinase activity), GO:0004707 (MAP kinase activity), GO:0005524 (ATP binding), GO:0006468 (protein phosphorylation)","GO:0004672,GO:0004707,GO:0005524,GO:0006468,GO:0016772",IPR000719;IPR002290;IPR003527;IPR011009;IPR017441,PF00069,PTHR24055;PTHR24055:SF51,G3DSA:1.10.510.10;G3DSA:3.30.200.20,PS00107;PS01351;PS50011,SSF56112,SM00220,"Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR002290,InterPro:IPR003527,InterPro:IPR011009,InterPro:IPR017441,PANTHER:PTHR24055,PANTHER:PTHR24055:SF51,Pfam:PF00069,Prosite:PS00107,Prosite:PS01351,Prosite:PS50011,SMART:SM00220,Superfamily:SSF56112",G3DSA:1.10.510.10;G3DSA:3.30.200.20,PTHR24055;PTHR24055:SF51,PF00069,PS00107;PS01351;PS50011,SSF56112,SM00220,NA,NA,NA,NA,NA,"MAP kinase signature.;Protein kinase domain;Protein kinase domain profile.;Protein kinases ATP-binding region signature.;Serine/Threonine protein kinases, catalytic domain",1,7,10,10,PF00069,PTHR24055;PTHR24055:SF51,G3DSA:1.10.510.10;G3DSA:3.30.200.20,PS00107;PS01351;PS50011,SSF56112,SM00220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,9.370866,33.82897,22.194737687499998,22.911825,7.923655678692004,0.35700605207668573,Flower bud 1,Ubiquitous,0.7120133174185586
Ca_17128,0.3575610035632754,Flower bud 1,18.500983,Flower organs,Flower bud 1;Petal;Shoot;Androecium;Flower bud 2;Pod Shell;Flower bud 4;Mature leaf;Flower 1;Flower bud 3;Flower 2;Seed 5 dap;Gynoecium;Young leaf;Sepal;Nodule;Seed 10 dap;Germinating Seedling;Pedicel;Flower 3;Bracteole;Flower 5;Root Hair;Root;Root tip;Endosperm;SAM;Seed 20 dap;Seed Coat;Flower 4;Embryo,31,cicar.CDCFrontier.gnm2.ann1.Ca_17128,chr06,cicar.CDCFrontier.gnm2.chr06,15961662,15971891,-,10230,Sequence-specific DNA-binding transcription factor n=1 Tax=Coffea arabica RepID=F1DGB2_COFAR,"Sequence-specific DNA-binding transcription factor n=1 Tax=Coffea arabica RepID=F1DGB2_COFAR; IPR009057 (Homeodomain-like), IPR018501 (DDT domain superfamily); GO:0003677 (DNA binding), GO:0003700 (sequence-specific DNA binding transcription factor activity), GO:0043565 (sequence-specific DNA binding)","GO:0003677,GO:0003700,GO:0006355,GO:0043565",IPR001356;IPR004022;IPR009057;IPR018500;IPR018501,PF00046;PF02791;PF15612;PF15613,PTHR24326;PTHR24326:SF67,G3DSA:1.10.10.60,PS50071;PS50827,SSF46689,SM00389;SM00571,"Coils:Coil,Gene3D:G3DSA:1.10.10.60,InterPro:IPR001356,InterPro:IPR004022,InterPro:IPR009057,InterPro:IPR018500,InterPro:IPR018501,PANTHER:PTHR24326,PANTHER:PTHR24326:SF67,Pfam:PF00046,Pfam:PF02791,Pfam:PF15612,Pfam:PF15613,Prosite:PS50071,Prosite:PS50827,SMART:SM00389,SMART:SM00571,Superfamily:SSF46689",G3DSA:1.10.10.60,PTHR24326;PTHR24326:SF67,PF00046;PF02791;PF15612;PF15613,PS50071;PS50827,SSF46689,SM00389;SM00571,NA,Coil,NA,NA,NA,"'Homeobox' domain profile.;DDT domain;DDT domain profile.;domain in different transcription and chromosome remodeling factors;Homeobox domain;Homeodomain;WSTF, HB1, Itc1p, MBD9 motif 1;WSTF, HB1, Itc1p, MBD9 motif 2",1,7,13,15,PF00046;PF02791;PF15612;PF15613,PTHR24326;PTHR24326:SF67,G3DSA:1.10.10.60,PS50071;PS50827,SSF46689,SM00389;SM00571,HB-other,High_confidence,FALSE,FALSE,1,1,LOC101490953,XP_012572567.1,97.717,100,3598,32,31,2.7989355,18.500983,12.092478890625,11.998808499999999,4.291900159508779,0.35492310537223126,Flower bud 1,Ubiquitous,0.7124841089355067
Ca_23972,0.3843596669594848,Seed 5 dap,16.818657,Seed/Pod,Seed 5 dap;Root;Mature leaf;Pod Shell;Petal;Gynoecium;Seed 10 dap;Flower 2;Flower 1;Germinating Seedling;Endosperm;Root tip;Root Hair;Seed Coat;Bracteole;Sepal;Shoot;Pedicel;Flower bud 4;Flower 3;Flower bud 3;Seed 20 dap;Flower bud 2;SAM;Flower bud 1;Young leaf;Embryo;Flower 5;Nodule;Flower 4,30,cicar.CDCFrontier.gnm2.ann1.Ca_23972,chr08,cicar.CDCFrontier.gnm2.chr08,11752575,11754705,+,2131,sequence-specific DNA binding transcription factors,sequence-specific DNA binding transcription factors,NA,NA,PF13837,NA,NA,NA,NA,NA,"Coils:Coil,Pfam:PF13837",NA,NA,PF13837,NA,NA,NA,NA,Coil,NA,NA,NA,Myb/SANT-like DNA-binding domain,1,2,2,3,PF13837,NA,NA,NA,NA,NA,Trihelix,High_confidence,FALSE,FALSE,1,1,LOC101514780,XP_004516631.1,100,100,936,32,30,4.592058,16.818657,10.556256515625,10.328382999999999,3.4652053206590048,0.3282608105941656,Seed 5 dap,Ubiquitous,0.7126204775536504
