Gene_ID,Domain_ID,Annotation_Type
Ca_22096,IPR008271,InterPro
Ca_22096,IPR011009,InterPro
Ca_22096,IPR017441,InterPro
Ca_22097,IPR000008,InterPro
Ca_22098,IPR000008,InterPro
Ca_22099,IPR013584,InterPro
Ca_22100,IPR000897,InterPro
Ca_22100,IPR003593,InterPro
Ca_22100,IPR004390,InterPro
Ca_22100,IPR013822,InterPro
Ca_22100,IPR027417,InterPro
Ca_22101,IPR006683,InterPro
Ca_22102,IPR000008,InterPro
Ca_22103,IPR000008,InterPro
Ca_22105,IPR005913,InterPro
Ca_22105,IPR016040,InterPro
Ca_22106,IPR021659,InterPro
Ca_22107,IPR005522,InterPro
Ca_22108,IPR001891,InterPro
Ca_22108,IPR012301,InterPro
Ca_22108,IPR012302,InterPro
Ca_22108,IPR015884,InterPro
Ca_22108,IPR016040,InterPro
Ca_22109,IPR002198,InterPro
Ca_22109,IPR002347,InterPro
Ca_22109,IPR016040,InterPro
Ca_22110,IPR016040,InterPro
Ca_22111,IPR004045,InterPro
Ca_22111,IPR010987,InterPro
Ca_22111,IPR012336,InterPro
Ca_22114,IPR000558,InterPro
Ca_22114,IPR007125,InterPro
Ca_22114,IPR009072,InterPro
Ca_22115,IPR012336,InterPro
Ca_22116,IPR004045,InterPro
Ca_22116,IPR012336,InterPro
Ca_22117,IPR004045,InterPro
Ca_22117,IPR012336,InterPro
Ca_22119,IPR002198,InterPro
Ca_22119,IPR002347,InterPro
Ca_22119,IPR016040,InterPro
Ca_22119,IPR020904,InterPro
Ca_22120,IPR002198,InterPro
Ca_22120,IPR002347,InterPro
Ca_22120,IPR016040,InterPro
Ca_22121,IPR000772,InterPro
Ca_22121,IPR001547,InterPro
Ca_22121,IPR013781,InterPro
Ca_22121,IPR017853,InterPro
Ca_22122,IPR001806,InterPro
Ca_22122,IPR002041,InterPro
Ca_22122,IPR003578,InterPro
Ca_22122,IPR003579,InterPro
Ca_22122,IPR005225,InterPro
Ca_22122,IPR020849,InterPro
Ca_22122,IPR027417,InterPro
Ca_22123,IPR002198,InterPro
Ca_22123,IPR002347,InterPro
Ca_22123,IPR016040,InterPro
Ca_22124,IPR000246,InterPro
Ca_22125,IPR000504,InterPro
Ca_22125,IPR012677,InterPro
Ca_22125,IPR017334,InterPro
Ca_22125,IPR024675,InterPro
Ca_22126,IPR003148,InterPro
Ca_22126,IPR004771,InterPro
Ca_22126,IPR006153,InterPro
Ca_22126,IPR016040,InterPro
Ca_22127,IPR000138,InterPro
Ca_22127,IPR000891,InterPro
Ca_22127,IPR013785,InterPro
Ca_22127,IPR027167,InterPro
Ca_22128,IPR001781,InterPro
Ca_22129,IPR006598,InterPro
Ca_22129,IPR008539,InterPro
Ca_22129,IPR010839,InterPro
Ca_22130,IPR006598,InterPro
Ca_22130,IPR008539,InterPro
Ca_22131,IPR002466,InterPro
Ca_22132,IPR001087,InterPro
Ca_22132,IPR013831,InterPro
Ca_22133,IPR005516,InterPro
Ca_22133,IPR005518,InterPro
Ca_22134,IPR001005,InterPro
Ca_22134,IPR009057,InterPro
Ca_22134,IPR017930,InterPro
Ca_22135,IPR000629,InterPro
Ca_22135,IPR001650,InterPro
Ca_22135,IPR011545,InterPro
Ca_22135,IPR014001,InterPro
Ca_22135,IPR014014,InterPro
Ca_22135,IPR027417,InterPro
Ca_22136,IPR013219,InterPro
Ca_22137,IPR000326,InterPro
Ca_22137,IPR028681,InterPro
Ca_22138,IPR006598,InterPro
Ca_22138,IPR008539,InterPro
Ca_22139,IPR000008,InterPro
Ca_22139,IPR013583,InterPro
Ca_22140,IPR009009,InterPro
Ca_22140,IPR014733,InterPro
Ca_22141,IPR005175,InterPro
Ca_22141,IPR017956,InterPro
Ca_22143,IPR000719,InterPro
Ca_22143,IPR001245,InterPro
Ca_22143,IPR011009,InterPro
Ca_22143,IPR011990,InterPro
Ca_22145,IPR002674,InterPro
Ca_22145,IPR011331,InterPro
Ca_22145,IPR011332,InterPro
Ca_22146,IPR021134,InterPro
Ca_22146,IPR024701,InterPro
Ca_22147,IPR001810,InterPro
Ca_22147,IPR006652,InterPro
Ca_22147,IPR015916,InterPro
Ca_22148,IPR000743,InterPro
Ca_22148,IPR006626,InterPro
Ca_22148,IPR011050,InterPro
Ca_22148,IPR012334,InterPro
Ca_22149,IPR000595,InterPro
Ca_22149,IPR003703,InterPro
Ca_22149,IPR014710,InterPro
Ca_22149,IPR018490,InterPro
Ca_22150,IPR002921,InterPro
Ca_22150,IPR005592,InterPro
Ca_22151,IPR005123,InterPro
Ca_22151,IPR026992,InterPro
Ca_22151,IPR027443,InterPro
Ca_22152,IPR000008,InterPro
Ca_22153,IPR005512,InterPro
Ca_22154,IPR013641,InterPro
Ca_22154,IPR027417,InterPro
Ca_22155,IPR019035,InterPro
Ca_22157,IPR022212,InterPro
Ca_22157,IPR025486,InterPro
Ca_22159,IPR014729,InterPro
Ca_22160,IPR003137,InterPro
Ca_22160,IPR006639,InterPro
Ca_22160,IPR007369,InterPro
Ca_22161,IPR001232,InterPro
Ca_22161,IPR011333,InterPro
Ca_22161,IPR016072,InterPro
Ca_22162,IPR002123,InterPro
Ca_22163,IPR011701,InterPro
Ca_22163,IPR016196,InterPro
Ca_22163,IPR020846,InterPro
Ca_22164,IPR001128,InterPro
Ca_22164,IPR002401,InterPro
Ca_22164,IPR017972,InterPro
Ca_22165,IPR000330,InterPro
Ca_22165,IPR001487,InterPro
Ca_22165,IPR001650,InterPro
Ca_22165,IPR014001,InterPro
Ca_22165,IPR014978,InterPro
Ca_22165,IPR027417,InterPro
Ca_22166,IPR000608,InterPro
Ca_22166,IPR016135,InterPro
Ca_22166,IPR023313,InterPro
Ca_22167,IPR001606,InterPro
Ca_22168,IPR000858,InterPro
Ca_22168,IPR001480,InterPro
Ca_22168,IPR003609,InterPro
Ca_22169,IPR001841,InterPro
Ca_22169,IPR013083,InterPro
Ca_22170,IPR002885,InterPro
Ca_22171,IPR002885,InterPro
Ca_22172,IPR000719,InterPro
Ca_22172,IPR001245,InterPro
Ca_22172,IPR002290,InterPro
Ca_22172,IPR008271,InterPro
Ca_22172,IPR011009,InterPro
Ca_22172,IPR017441,InterPro
Ca_22173,IPR013032,InterPro
Ca_22173,IPR021910,InterPro
Ca_22175,IPR001841,InterPro
Ca_22175,IPR013083,InterPro
Ca_22176,IPR000157,InterPro
Ca_22176,IPR000767,InterPro
Ca_22176,IPR002182,InterPro
Ca_22176,IPR011713,InterPro
Ca_22176,IPR027417,InterPro
Ca_22177,IPR013112,InterPro
Ca_22177,IPR013121,InterPro
Ca_22177,IPR013130,InterPro
Ca_22177,IPR017927,InterPro
Ca_22177,IPR017938,InterPro
Ca_22178,IPR013112,InterPro
Ca_22178,IPR013121,InterPro
Ca_22178,IPR013130,InterPro
Ca_22178,IPR017927,InterPro
Ca_22178,IPR017938,InterPro
Ca_22179,IPR006740,InterPro
Ca_22180,IPR006685,InterPro
Ca_22180,IPR010920,InterPro
Ca_22180,IPR011014,InterPro
Ca_22181,IPR002213,InterPro
Ca_22182,IPR000743,InterPro
Ca_22182,IPR006626,InterPro
Ca_22182,IPR011050,InterPro
Ca_22182,IPR012334,InterPro
Ca_22183,IPR000719,InterPro
Ca_22183,IPR002290,InterPro
Ca_22183,IPR003527,InterPro
Ca_22183,IPR008271,InterPro
Ca_22183,IPR011009,InterPro
Ca_22183,IPR017441,InterPro
Ca_22184,IPR008511,InterPro
Ca_22185,IPR000719,InterPro
Ca_22185,IPR002290,InterPro
Ca_22185,IPR008271,InterPro
Ca_22185,IPR011009,InterPro
Ca_22185,IPR017441,InterPro
Ca_22186,IPR001005,InterPro
Ca_22186,IPR006447,InterPro
Ca_22186,IPR009057,InterPro
Ca_22186,IPR017930,InterPro
Ca_22188,IPR006121,InterPro
Ca_22189,IPR004838,InterPro
Ca_22189,IPR004839,InterPro
Ca_22189,IPR015421,InterPro
Ca_22189,IPR015422,InterPro
Ca_22189,IPR015424,InterPro
Ca_22190,IPR007185,InterPro
Ca_22190,IPR016266,InterPro
Ca_22191,IPR001841,InterPro
Ca_22191,IPR011016,InterPro
Ca_22191,IPR013083,InterPro
Ca_22192,IPR003657,InterPro
Ca_22193,IPR018790,InterPro
Ca_22194,IPR021757,InterPro
Ca_22195,IPR004864,InterPro
Ca_22195,IPR013783,InterPro
Ca_22195,IPR013990,InterPro
Ca_22196,IPR004864,InterPro
Ca_22196,IPR013783,InterPro
Ca_22197,IPR007194,InterPro
Ca_22197,IPR016696,InterPro
Ca_22197,IPR024096,InterPro
Ca_22198,IPR001841,InterPro
Ca_22198,IPR013083,InterPro
Ca_22199,IPR004159,InterPro
Ca_22200,IPR003388,InterPro
Ca_22203,IPR003700,InterPro
Ca_22203,IPR015813,InterPro
Ca_22204,IPR003700,InterPro
Ca_22204,IPR015813,InterPro
Ca_22205,IPR002634,InterPro
Ca_22205,IPR003808,InterPro
Ca_22206,IPR018790,InterPro
Ca_22208,IPR001296,InterPro
Ca_22211,IPR000048,InterPro
Ca_22211,IPR003103,InterPro
Ca_22212,IPR004045,InterPro
Ca_22212,IPR010987,InterPro
Ca_22212,IPR012336,InterPro
Ca_22213,IPR001841,InterPro
Ca_22213,IPR011016,InterPro
Ca_22213,IPR013083,InterPro
Ca_22214,IPR001810,InterPro
Ca_22214,IPR011043,InterPro
Ca_22214,IPR017451,InterPro
Ca_22218,IPR001465,InterPro
Ca_22218,IPR006252,InterPro
Ca_22218,IPR011076,InterPro
Ca_22218,IPR019830,InterPro
Ca_22219,IPR001810,InterPro
Ca_22219,IPR011043,InterPro
Ca_22219,IPR015915,InterPro
Ca_22219,IPR017451,InterPro
Ca_22220,IPR000210,InterPro
Ca_22220,IPR008974,InterPro
Ca_22220,IPR011333,InterPro
Ca_22220,IPR011705,InterPro
Ca_22220,IPR013069,InterPro
Ca_22221,IPR001253,InterPro
Ca_22221,IPR006196,InterPro
Ca_22221,IPR012340,InterPro
Ca_22221,IPR018104,InterPro
Ca_22223,IPR011333,InterPro
Ca_22223,IPR013069,InterPro
Ca_22224,IPR013831,InterPro
Ca_22226,IPR010605,InterPro
Ca_22227,IPR001087,InterPro
Ca_22227,IPR013831,InterPro
Ca_22228,IPR013831,InterPro
Ca_22229,IPR004827,InterPro
Ca_22229,IPR012900,InterPro
Ca_22230,IPR000846,InterPro
Ca_22230,IPR011770,InterPro
Ca_22230,IPR011859,InterPro
Ca_22230,IPR016040,InterPro
Ca_22230,IPR022663,InterPro
Ca_22232,IPR006553,InterPro
Ca_22233,IPR005484,InterPro
Ca_22233,IPR005485,InterPro
Ca_22233,IPR025607,InterPro
Ca_22235,IPR002204,InterPro
Ca_22235,IPR006115,InterPro
Ca_22235,IPR008927,InterPro
Ca_22235,IPR013328,InterPro
Ca_22235,IPR015815,InterPro
Ca_22235,IPR016040,InterPro
Ca_22236,IPR003265,InterPro
Ca_22236,IPR005760,InterPro
Ca_22236,IPR011257,InterPro
Ca_22236,IPR015797,InterPro
Ca_22236,IPR023170,InterPro
Ca_22237,IPR021374,InterPro
Ca_22239,IPR002885,InterPro
Ca_22239,IPR021374,InterPro
Ca_22240,IPR001568,InterPro
Ca_22240,IPR018188,InterPro
Ca_22241,IPR004877,InterPro
Ca_22241,IPR005018,InterPro
Ca_22241,IPR006593,InterPro
Ca_22242,IPR002129,InterPro
Ca_22242,IPR010977,InterPro
Ca_22242,IPR015421,InterPro
Ca_22242,IPR015422,InterPro
Ca_22242,IPR015424,InterPro
Ca_22242,IPR021115,InterPro
Ca_22243,IPR001046,InterPro
Ca_22244,IPR001451,InterPro
Ca_22244,IPR005881,InterPro
Ca_22244,IPR010493,InterPro
Ca_22244,IPR011004,InterPro
Ca_22244,IPR018357,InterPro
Ca_22245,IPR011989,InterPro
Ca_22245,IPR016024,InterPro
Ca_22247,IPR012985,InterPro
Ca_22247,IPR015425,InterPro
Ca_22247,IPR027643,InterPro
Ca_22248,IPR000719,InterPro
Ca_22248,IPR001245,InterPro
Ca_22248,IPR010632,InterPro
Ca_22248,IPR011009,InterPro
Ca_22249,IPR000719,InterPro
Ca_22249,IPR001680,InterPro
Ca_22249,IPR002290,InterPro
Ca_22249,IPR011009,InterPro
Ca_22249,IPR015943,InterPro
Ca_22249,IPR017986,InterPro
Ca_22249,IPR019775,InterPro
Ca_22249,IPR020472,InterPro
Ca_22250,IPR002067,InterPro
Ca_22250,IPR018108,InterPro
Ca_22250,IPR023395,InterPro
Ca_22252,IPR004993,InterPro
Ca_22253,IPR004993,InterPro
Ca_22254,IPR004993,InterPro
Ca_22257,IPR021480,InterPro
Ca_22258,IPR025846,InterPro
Ca_22258,IPR026057,InterPro
Ca_22259,IPR002213,InterPro
Ca_22260,IPR003657,InterPro
Ca_22261,IPR000164,InterPro
Ca_22261,IPR007125,InterPro
Ca_22261,IPR009072,InterPro
Ca_22262,IPR001763,InterPro
Ca_22263,IPR002885,InterPro
Ca_22263,IPR011990,InterPro
Ca_22264,IPR019587,InterPro
Ca_22264,IPR023393,InterPro
Ca_22265,IPR002934,InterPro
Ca_22266,IPR001650,InterPro
Ca_22266,IPR011545,InterPro
Ca_22266,IPR014001,InterPro
Ca_22266,IPR014014,InterPro
Ca_22266,IPR027417,InterPro
Ca_22267,IPR003337,InterPro
Ca_22267,IPR006379,InterPro
Ca_22267,IPR023214,InterPro
Ca_22268,IPR006476,InterPro
Ca_22269,IPR000595,InterPro
Ca_22269,IPR005821,InterPro
Ca_22269,IPR014710,InterPro
Ca_22269,IPR018490,InterPro
Ca_22270,IPR001296,InterPro
Ca_22271,IPR001841,InterPro
Ca_22271,IPR013083,InterPro
Ca_22271,IPR019786,InterPro
Ca_22272,IPR001810,InterPro
Ca_22273,IPR000313,InterPro
Ca_22273,IPR000770,InterPro
Ca_22273,IPR001214,InterPro
Ca_22273,IPR001965,InterPro
Ca_22273,IPR003616,InterPro
Ca_22273,IPR011011,InterPro
Ca_22273,IPR013083,InterPro
Ca_22273,IPR019786,InterPro
Ca_22273,IPR019787,InterPro
Ca_22273,IPR025780,InterPro
Ca_22274,IPR011990,InterPro
Ca_22274,IPR013026,InterPro
Ca_22274,IPR019734,InterPro
Ca_22274,IPR023231,InterPro
Ca_22274,IPR028275,InterPro
Ca_22275,IPR000375,InterPro
Ca_22275,IPR001401,InterPro
Ca_22275,IPR003130,InterPro
Ca_22275,IPR019762,InterPro
Ca_22275,IPR020850,InterPro
Ca_22275,IPR022812,InterPro
Ca_22275,IPR027417,InterPro
Ca_22276,IPR000403,InterPro
Ca_22276,IPR000626,InterPro
Ca_22276,IPR011009,InterPro
Ca_22278,IPR001810,InterPro
Ca_22279,IPR001841,InterPro
Ca_22279,IPR004162,InterPro
Ca_22279,IPR008974,InterPro
Ca_22279,IPR013010,InterPro
Ca_22279,IPR013083,InterPro
Ca_22279,IPR013323,InterPro
Ca_22279,IPR018121,InterPro
Ca_22280,IPR011598,InterPro
Ca_22280,IPR025610,InterPro
Ca_22281,IPR001471,InterPro
Ca_22281,IPR016177,InterPro
Ca_22282,IPR001494,InterPro
Ca_22282,IPR005043,InterPro
Ca_22282,IPR011989,InterPro
Ca_22282,IPR013713,InterPro
Ca_22282,IPR016024,InterPro
Ca_22283,IPR003311,InterPro
Ca_22283,IPR003340,InterPro
Ca_22283,IPR010525,InterPro
Ca_22283,IPR011525,InterPro
Ca_22283,IPR015300,InterPro
Ca_22284,IPR000245,InterPro
Ca_22284,IPR002379,InterPro
Ca_22284,IPR011555,InterPro
Ca_22287,IPR001680,InterPro
Ca_22287,IPR015943,InterPro
Ca_22287,IPR017986,InterPro
Ca_22287,IPR022033,InterPro
Ca_22288,IPR011990,InterPro
Ca_22288,IPR013026,InterPro
Ca_22288,IPR013105,InterPro
Ca_22288,IPR019734,InterPro
Ca_22290,IPR001117,InterPro
Ca_22290,IPR002355,InterPro
Ca_22290,IPR008972,InterPro
Ca_22290,IPR011706,InterPro
Ca_22290,IPR011707,InterPro
Ca_22290,IPR017761,InterPro
Ca_22291,IPR000659,InterPro
Ca_22291,IPR012349,InterPro
Ca_22291,IPR024015,InterPro
Ca_22291,IPR024624,InterPro
Ca_22292,IPR001005,InterPro
Ca_22292,IPR009057,InterPro
Ca_22292,IPR017930,InterPro
Ca_22294,IPR000836,InterPro
Ca_22294,IPR001754,InterPro
Ca_22294,IPR004467,InterPro
Ca_22294,IPR011060,InterPro
Ca_22294,IPR013785,InterPro
Ca_22294,IPR014732,InterPro
Ca_22294,IPR018089,InterPro
Ca_22294,IPR023031,InterPro
Ca_22295,IPR003851,InterPro
Ca_22296,IPR007203,InterPro
Ca_22297,IPR003340,InterPro
Ca_22297,IPR010525,InterPro
Ca_22297,IPR015300,InterPro
Ca_22298,IPR000719,InterPro
Ca_22298,IPR002290,InterPro
Ca_22298,IPR008271,InterPro
Ca_22298,IPR011009,InterPro
Ca_22299,IPR004910,InterPro
Ca_22300,IPR002048,InterPro
Ca_22300,IPR011992,InterPro
Ca_22300,IPR018247,InterPro
Ca_22301,IPR001757,InterPro
Ca_22301,IPR004014,InterPro
Ca_22301,IPR006068,InterPro
Ca_22301,IPR008250,InterPro
Ca_22301,IPR018303,InterPro
Ca_22301,IPR023214,InterPro
Ca_22301,IPR023298,InterPro
Ca_22301,IPR023299,InterPro
Ca_22302,IPR002885,InterPro
Ca_22303,IPR000225,InterPro
Ca_22303,IPR003613,InterPro
Ca_22303,IPR011989,InterPro
Ca_22303,IPR013083,InterPro
Ca_22303,IPR016024,InterPro
Ca_22304,IPR001806,InterPro
Ca_22304,IPR002041,InterPro
Ca_22304,IPR003578,InterPro
Ca_22304,IPR003579,InterPro
Ca_22304,IPR005225,InterPro
Ca_22304,IPR020849,InterPro
Ca_22304,IPR027417,InterPro
Ca_22305,IPR003593,InterPro
Ca_22305,IPR003959,InterPro
Ca_22305,IPR025662,InterPro
Ca_22305,IPR025753,InterPro
Ca_22305,IPR027417,InterPro
Ca_22309,IPR001199,InterPro
Ca_22309,IPR018506,InterPro
Ca_22310,IPR001128,InterPro
Ca_22310,IPR002401,InterPro
Ca_22310,IPR017972,InterPro
Ca_22311,IPR000047,InterPro
Ca_22311,IPR001356,InterPro
Ca_22311,IPR003106,InterPro
Ca_22311,IPR009057,InterPro
Ca_22311,IPR017970,InterPro
Ca_22313,IPR003676,InterPro
Ca_22314,IPR000095,InterPro
Ca_22314,IPR000198,InterPro
Ca_22314,IPR008936,InterPro
Ca_22315,IPR011598,InterPro
Ca_22315,IPR025610,InterPro
Ca_22317,IPR007726,InterPro
Ca_22318,IPR000719,InterPro
Ca_22318,IPR002290,InterPro
Ca_22318,IPR004041,InterPro
Ca_22318,IPR008271,InterPro
Ca_22318,IPR011009,InterPro
Ca_22318,IPR018451,InterPro
Ca_22318,IPR020636,InterPro
Ca_22319,IPR006094,InterPro
Ca_22319,IPR007173,InterPro
Ca_22319,IPR010030,InterPro
Ca_22319,IPR016166,InterPro
Ca_22319,IPR016167,InterPro
Ca_22319,IPR016169,InterPro
Ca_22320,IPR000048,InterPro
Ca_22320,IPR025064,InterPro
Ca_22321,IPR000504,InterPro
Ca_22321,IPR012677,InterPro
Ca_22322,IPR003441,InterPro
Ca_22323,IPR003441,InterPro
Ca_22324,IPR000209,InterPro
Ca_22324,IPR003137,InterPro
Ca_22324,IPR010259,InterPro
Ca_22324,IPR015500,InterPro
Ca_22324,IPR023828,InterPro
Ca_22325,IPR000209,InterPro
Ca_22325,IPR010259,InterPro
Ca_22325,IPR015500,InterPro
Ca_22326,IPR025322,InterPro
Ca_22327,IPR001813,InterPro
Ca_22327,IPR027534,InterPro
Ca_22328,IPR001296,InterPro
Ca_22328,IPR011835,InterPro
Ca_22328,IPR013534,InterPro
Ca_22329,IPR000547,InterPro
Ca_22329,IPR001680,InterPro
Ca_22329,IPR001841,InterPro
Ca_22329,IPR015943,InterPro
Ca_22329,IPR017986,InterPro
Ca_22329,IPR019775,InterPro
Ca_22329,IPR025941,InterPro
Ca_22330,IPR001017,InterPro
Ca_22330,IPR017597,InterPro
Ca_22331,IPR004864,InterPro
Ca_22332,IPR002395,InterPro
Ca_22332,IPR002524,InterPro
Ca_22332,IPR027469,InterPro
Ca_22333,IPR011598,InterPro
Ca_22334,IPR025564,InterPro
Ca_22335,IPR000595,InterPro
Ca_22335,IPR005821,InterPro
Ca_22335,IPR014710,InterPro
Ca_22335,IPR018490,InterPro
Ca_22336,IPR005123,InterPro
Ca_22336,IPR026992,InterPro
Ca_22336,IPR027443,InterPro
Ca_22337,IPR000719,InterPro
Ca_22337,IPR002290,InterPro
Ca_22337,IPR008271,InterPro
Ca_22337,IPR011009,InterPro
Ca_22337,IPR017441,InterPro
Ca_22338,IPR000719,InterPro
Ca_22338,IPR001245,InterPro
Ca_22338,IPR011009,InterPro
Ca_22338,IPR025287,InterPro
Ca_22339,IPR008162,InterPro
Ca_22341,IPR003340,InterPro
Ca_22341,IPR015300,InterPro
Ca_22342,IPR003441,InterPro
Ca_22343,IPR005135,InterPro
Ca_22343,IPR011992,InterPro
Ca_22344,IPR004154,InterPro
Ca_22344,IPR007109,InterPro
Ca_22345,IPR001344,InterPro
Ca_22345,IPR022796,InterPro
Ca_22345,IPR023329,InterPro
Ca_22346,IPR002885,InterPro
Ca_22346,IPR011990,InterPro
Ca_22347,IPR004843,InterPro
Ca_22347,IPR011230,InterPro
Ca_22348,IPR001104,InterPro
Ca_22348,IPR010721,InterPro
Ca_22349,IPR006994,InterPro
Ca_22350,IPR000719,InterPro
Ca_22350,IPR001611,InterPro
Ca_22350,IPR002290,InterPro
Ca_22350,IPR003591,InterPro
Ca_22350,IPR008271,InterPro
Ca_22350,IPR011009,InterPro
Ca_22350,IPR013210,InterPro
Ca_22350,IPR013320,InterPro
Ca_22350,IPR017441,InterPro
Ca_22351,IPR004252,InterPro
Ca_22352,IPR004843,InterPro
Ca_22353,IPR012552,InterPro
Ca_22354,IPR000061,InterPro
Ca_22354,IPR000626,InterPro
Ca_22354,IPR022030,InterPro
Ca_22355,IPR000719,InterPro
Ca_22355,IPR001611,InterPro
Ca_22355,IPR002290,InterPro
Ca_22355,IPR003591,InterPro
Ca_22355,IPR008271,InterPro
Ca_22355,IPR011009,InterPro
Ca_22355,IPR013210,InterPro
Ca_22355,IPR013320,InterPro
Ca_22355,IPR017441,InterPro
Ca_22356,IPR003593,InterPro
Ca_22356,IPR003959,InterPro
Ca_22356,IPR003960,InterPro
Ca_22356,IPR005937,InterPro
Ca_22356,IPR027417,InterPro
Ca_22357,IPR018786,InterPro
Ca_22358,IPR019378,InterPro
Ca_22359,IPR007120,InterPro
Ca_22359,IPR007642,InterPro
Ca_22359,IPR007644,InterPro
Ca_22359,IPR007645,InterPro
Ca_22359,IPR007646,InterPro
Ca_22359,IPR007647,InterPro
Ca_22359,IPR014724,InterPro
Ca_22359,IPR015712,InterPro
Ca_22360,IPR001841,InterPro
Ca_22360,IPR013083,InterPro
Ca_22361,IPR001841,InterPro
Ca_22361,IPR013083,InterPro
Ca_22363,IPR000608,InterPro
Ca_22363,IPR016135,InterPro
Ca_22364,IPR009976,InterPro
Ca_22365,IPR000070,InterPro
Ca_22365,IPR006501,InterPro
Ca_22365,IPR011050,InterPro
Ca_22365,IPR012334,InterPro
Ca_22365,IPR018040,InterPro
Ca_22366,IPR000070,InterPro
Ca_22366,IPR006501,InterPro
Ca_22366,IPR011050,InterPro
Ca_22366,IPR012334,InterPro
Ca_22366,IPR018040,InterPro
Ca_22367,IPR004839,InterPro
Ca_22367,IPR015421,InterPro
Ca_22367,IPR015422,InterPro
Ca_22367,IPR015424,InterPro
Ca_22368,IPR005516,InterPro
Ca_22369,IPR004014,InterPro
Ca_22371,IPR000306,InterPro
Ca_22371,IPR002423,InterPro
Ca_22371,IPR002498,InterPro
Ca_22371,IPR011011,InterPro
Ca_22371,IPR013083,InterPro
Ca_22371,IPR016034,InterPro
Ca_22371,IPR017455,InterPro
Ca_22371,IPR027409,InterPro
Ca_22371,IPR027483,InterPro
Ca_22371,IPR027484,InterPro
Ca_22372,IPR007612,InterPro
Ca_22372,IPR025659,InterPro
Ca_22374,IPR000649,InterPro
Ca_22375,IPR001606,InterPro
Ca_22375,IPR011011,InterPro
Ca_22375,IPR013083,InterPro
Ca_22376,IPR002100,InterPro
Ca_22377,IPR002100,InterPro
Ca_22378,IPR007650,InterPro
Ca_22379,IPR000209,InterPro
Ca_22379,IPR003137,InterPro
Ca_22379,IPR009020,InterPro
Ca_22379,IPR010259,InterPro
Ca_22379,IPR015500,InterPro
Ca_22379,IPR023828,InterPro
Ca_22380,IPR001471,InterPro
Ca_22380,IPR016177,InterPro
Ca_22381,IPR001087,InterPro
Ca_22381,IPR013831,InterPro
Ca_22382,IPR007741,InterPro
Ca_22382,IPR012336,InterPro
Ca_22383,IPR002013,InterPro
Ca_22384,IPR005612,InterPro
Ca_22384,IPR011989,InterPro
Ca_22384,IPR016024,InterPro
Ca_22385,IPR002068,InterPro
Ca_22385,IPR008978,InterPro
Ca_22386,IPR001128,InterPro
Ca_22386,IPR002401,InterPro
Ca_22387,IPR003676,InterPro
Ca_22388,IPR003676,InterPro
Ca_22389,IPR008979,InterPro
Ca_22389,IPR013857,InterPro
Ca_22390,IPR001623,InterPro
Ca_22390,IPR018253,InterPro
Ca_22391,IPR001623,InterPro
Ca_22391,IPR018253,InterPro
Ca_22392,IPR008406,InterPro
Ca_22395,IPR001140,InterPro
Ca_22395,IPR003439,InterPro
Ca_22395,IPR003593,InterPro
Ca_22395,IPR011527,InterPro
Ca_22395,IPR017871,InterPro
Ca_22395,IPR027417,InterPro
Ca_22396,IPR001388,InterPro
Ca_22396,IPR010908,InterPro
Ca_22396,IPR011012,InterPro
Ca_22397,IPR000571,InterPro
Ca_22397,IPR003034,InterPro
Ca_22398,IPR021950,InterPro
Ca_22400,IPR007252,InterPro
Ca_22402,IPR011990,InterPro
Ca_22402,IPR013026,InterPro
Ca_22403,IPR000504,InterPro
Ca_22403,IPR003954,InterPro
Ca_22403,IPR012677,InterPro
Ca_22404,IPR010399,InterPro
Ca_22404,IPR018467,InterPro
Ca_22405,IPR001810,InterPro
Ca_22405,IPR006553,InterPro
Ca_22407,IPR000719,InterPro
Ca_22407,IPR001611,InterPro
Ca_22407,IPR011009,InterPro
Ca_22407,IPR013210,InterPro
Ca_22407,IPR025875,InterPro
Ca_22408,IPR004140,InterPro
Ca_22408,IPR016159,InterPro
Ca_22409,IPR009637,InterPro
Ca_22410,IPR001163,InterPro
Ca_22410,IPR006649,InterPro
Ca_22410,IPR010920,InterPro
Ca_22412,IPR002035,InterPro
Ca_22413,IPR001932,InterPro
Ca_22413,IPR015655,InterPro
Ca_22414,IPR002921,InterPro
Ca_22414,IPR005592,InterPro
Ca_22415,IPR012876,InterPro
Ca_22416,IPR004837,InterPro
Ca_22417,IPR015898,InterPro
Ca_22418,IPR000209,InterPro
Ca_22418,IPR003137,InterPro
Ca_22418,IPR009020,InterPro
Ca_22418,IPR010259,InterPro
Ca_22418,IPR015500,InterPro
Ca_22418,IPR023828,InterPro
Ca_22419,IPR009768,InterPro
Ca_22420,IPR012442,InterPro
Ca_22422,IPR000907,InterPro
Ca_22422,IPR001024,InterPro
Ca_22422,IPR001246,InterPro
Ca_22422,IPR008976,InterPro
Ca_22422,IPR013819,InterPro
Ca_22422,IPR020833,InterPro
Ca_22422,IPR020834,InterPro
Ca_22422,IPR027433,InterPro
Ca_22423,IPR001128,InterPro
Ca_22423,IPR002401,InterPro
Ca_22423,IPR017972,InterPro
Ca_22424,IPR000719,InterPro
Ca_22424,IPR001245,InterPro
Ca_22424,IPR002290,InterPro
Ca_22424,IPR008271,InterPro
Ca_22424,IPR011009,InterPro
Ca_22424,IPR013320,InterPro
Ca_22424,IPR017441,InterPro
